year,country,energy_production,energy_consumption,co2_emission,balance,eficiency,co2_pc,energy_type
2010-01-01,Netherlands,0.037,0.037,0.0,0.0,0.0,0.0,1
2010-01-01,Netherlands,0.06,2.074,127.066,-2.014,2127.573,0.008,3
2010-01-01,Netherlands,0.0,0.297,28.047,-0.297,0.0,0.002,4
2010-01-01,Netherlands,2.797,1.735,82.077,1.062,29.347,0.005,2
2011-01-01,Netherlands,0.16,0.172,0.0,-0.012,0.0,0.0,0
2011-01-01,Netherlands,0.038,0.038,0.0,0.0,0.0,0.0,1
2011-01-01,Netherlands,0.064,2.084,124.132,-2.019,1926.471,0.007,3
2011-01-01,Netherlands,0.0,0.288,28.341,-0.288,0.0,0.002,4
2011-01-01,Netherlands,2.546,1.515,92.059,1.031,36.159,0.006,2
2012-01-01,Netherlands,0.184,0.199,0.0,-0.016,0.0,0.0,0
2012-01-01,Netherlands,0.036,0.036,0.0,0.0,0.0,0.0,1
2012-01-01,Netherlands,0.06,2.037,128.349,-1.977,2141.212,0.008,3
2012-01-01,Netherlands,0.0,0.314,27.604,-0.314,0.0,0.002,4
2012-01-01,Netherlands,2.532,1.44,80.399,1.093,31.749,0.005,2
2013-01-01,Netherlands,0.192,0.19,0.0,0.001,0.0,0.0,0
2013-01-01,Netherlands,0.027,0.027,0.0,0.0,0.0,0.0,1
2013-01-01,Netherlands,0.063,1.961,121.524,-1.898,1929.191,0.007,3
2013-01-01,Netherlands,2.723,1.456,76.377,1.268,28.045,0.005,2
2013-01-01,Netherlands,0.0,0.319,30.134,-0.319,0.0,0.002,4
2014-01-01,Netherlands,0.193,0.171,0.0,0.022,0.0,0.0,0
2014-01-01,Netherlands,0.038,0.038,0.0,0.0,0.0,0.0,1
2014-01-01,Netherlands,0.079,1.929,120.635,-1.85,1518.485,0.007,3
2014-01-01,Netherlands,0.0,0.359,29.57,-0.359,0.0,0.002,4
2014-01-01,Netherlands,2.211,1.272,77.242,0.939,34.937,0.005,2
2015-01-01,Netherlands,0.219,0.183,0.0,0.037,0.0,0.0,0
2015-01-01,Netherlands,0.038,0.038,0.0,0.0,0.0,0.0,1
2015-01-01,Netherlands,0.076,1.891,119.975,-1.815,1585.95,0.007,3
2015-01-01,Netherlands,0.0,0.442,33.147,-0.442,0.0,0.002,4
2015-01-01,Netherlands,1.707,1.26,67.492,0.446,39.547,0.004,2
2016-01-01,Netherlands,0.221,0.178,0.0,0.044,0.0,0.0,0
2016-01-01,Netherlands,0.036,0.036,0.0,0.0,0.0,0.0,1
2016-01-01,Netherlands,0.05,1.942,119.597,-1.892,2377.163,0.007,3
2016-01-01,Netherlands,1.646,1.314,66.868,0.333,40.613,0.004,2
2016-01-01,Netherlands,0.0,0.4,41.311,-0.4,0.0,0.002,4
2017-01-01,Netherlands,0.265,0.192,0.0,0.073,0.0,0.0,0
2017-01-01,Netherlands,0.032,0.032,0.0,0.0,0.0,0.0,1
2017-01-01,Netherlands,0.04,1.959,118.812,-1.919,2962.158,0.007,3
2017-01-01,Netherlands,0.0,0.364,37.431,-0.364,0.0,0.002,4
2017-01-01,Netherlands,1.432,1.371,69.7,0.061,48.67,0.004,2
2018-01-01,Netherlands,0.266,0.217,0.0,0.049,0.0,0.0,0
2018-01-01,Netherlands,0.032,0.032,0.0,0.0,0.0,0.0,1
2018-01-01,Netherlands,0.038,1.918,117.169,-1.88,3103.262,0.007,3
2018-01-01,Netherlands,0.0,0.32,33.091,-0.32,0.0,0.002,4
2018-01-01,Netherlands,1.197,1.341,72.726,-0.144,60.758,0.004,2
2019-01-01,Netherlands,0.036,0.036,0.0,0.0,0.0,0.0,1
2019-01-01,Netherlands,0.291,0.221,0.0,0.071,0.0,0.0,0
2019-01-01,Netherlands,0.046,1.897,115.998,-1.852,2544.513,0.007,3
2019-01-01,Netherlands,1.038,1.414,71.13,-0.376,68.511,0.004,2
2019-01-01,Netherlands,0.0,0.25,29.702,-0.25,0.0,0.002,4
1980-01-01,Nigeria,0.028,0.028,0.0,0.0,0.0,0.0,0
1980-01-01,Nigeria,4.422,0.347,0.0,4.075,0.0,0.0,3
1980-01-01,Nigeria,0.04,0.04,0.0,0.0,0.0,0.0,2
1980-01-01,Nigeria,0.003,0.003,0.0,0.0,0.0,0.0,4
1981-01-01,Nigeria,0.024,0.024,0.0,-0.001,0.0,0.0,0
1981-01-01,Nigeria,3.076,0.407,23.851,2.669,7.754,0.0,3
1981-01-01,Nigeria,0.08,0.08,2.111,0.0,26.528,0.0,2
1981-01-01,Nigeria,0.003,0.003,0.297,0.0,99.454,0.0,4
1982-01-01,Nigeria,0.025,0.025,0.0,0.0,0.0,0.0,0
1982-01-01,Nigeria,2.779,0.438,28.0,2.341,10.075,0.0,3
1982-01-01,Nigeria,0.052,0.052,4.222,0.0,80.646,0.0,2
1982-01-01,Nigeria,0.003,0.003,0.381,0.0,130.225,0.0,4
1983-01-01,Nigeria,0.02,0.019,0.0,0.0,0.0,0.0,0
1983-01-01,Nigeria,2.664,0.411,30.0,2.252,11.262,0.0,3
1983-01-01,Nigeria,0.085,0.085,2.778,0.0,32.751,0.0,2
1983-01-01,Nigeria,0.003,0.003,0.315,0.0,109.765,0.0,4
1984-01-01,Nigeria,0.027,0.026,0.0,0.0,0.0,0.0,0
1984-01-01,Nigeria,2.987,0.429,28.0,2.558,9.374,0.0,3
1984-01-01,Nigeria,0.102,0.102,4.5,0.0,44.305,0.0,2
1984-01-01,Nigeria,0.003,0.003,0.28,0.0,99.846,0.0,4
1985-01-01,Nigeria,0.031,0.031,0.0,0.0,0.0,0.0,0
1985-01-01,Nigeria,3.208,0.452,29.0,2.756,9.04,0.0,3
1985-01-01,Nigeria,0.113,0.113,5.388,0.0,47.653,0.0,2
1985-01-01,Nigeria,0.003,0.003,0.272,0.0,98.823,0.0,4
1986-01-01,Nigeria,0.038,0.037,0.0,0.0,0.0,0.0,0
1986-01-01,Nigeria,3.149,0.424,31.0,2.725,9.846,0.0,3
1986-01-01,Nigeria,0.121,0.121,5.999,0.0,49.398,0.0,2
1986-01-01,Nigeria,0.003,0.003,0.263,0.0,97.754,0.0,4
1987-01-01,Nigeria,0.034,0.034,0.0,0.0,0.0,0.0,0
1987-01-01,Nigeria,2.877,0.444,30.0,2.433,10.426,0.0,3
1987-01-01,Nigeria,0.137,0.137,6.444,0.0,46.981,0.0,2
1987-01-01,Nigeria,0.003,0.003,0.276,0.0,91.647,0.0,4
1988-01-01,Nigeria,0.041,0.041,0.0,0.0,0.0,0.0,0
1988-01-01,Nigeria,3.121,0.481,32.0,2.64,10.254,0.0,3
1988-01-01,Nigeria,0.139,0.139,7.277,0.0,52.259,0.0,2
1988-01-01,Nigeria,0.002,0.002,0.307,0.0,145.443,0.0,4
1989-01-01,Nigeria,0.043,0.043,0.0,0.0,0.0,0.0,0
1989-01-01,Nigeria,3.683,0.499,34.0,3.184,9.232,0.0,3
1989-01-01,Nigeria,0.174,0.174,7.388,0.0,42.509,0.0,2
1989-01-01,Nigeria,0.002,0.002,0.223,0.0,102.928,0.0,4
1990-01-01,Nigeria,0.045,0.045,0.0,0.0,0.0,0.0,0
1990-01-01,Nigeria,3.885,0.513,36.0,3.372,9.267,0.0,3
1990-01-01,Nigeria,0.137,0.137,9.221,0.0,67.233,0.0,2
1990-01-01,Nigeria,0.002,0.002,0.231,0.0,99.522,0.0,4
1991-01-01,Nigeria,0.061,0.061,0.0,0.0,0.0,0.0,0
1991-01-01,Nigeria,4.06,0.527,37.0,3.533,9.113,0.0,3
1991-01-01,Nigeria,0.176,0.176,7.277,0.0,41.371,0.0,2
1991-01-01,Nigeria,0.002,0.002,0.242,0.0,122.109,0.0,4
1992-01-01,Nigeria,0.062,0.062,0.0,0.0,0.0,0.0,0
1992-01-01,Nigeria,4.181,0.541,38.0,3.639,9.09,0.0,3
1992-01-01,Nigeria,0.181,0.181,9.332,0.0,51.51,0.0,2
1992-01-01,Nigeria,0.002,0.002,0.21,0.0,115.553,0.0,4
1993-01-01,Nigeria,0.057,0.057,0.0,0.0,0.0,0.0,0
1993-01-01,Nigeria,4.206,0.554,39.0,3.652,9.272,0.0,3
1993-01-01,Nigeria,0.187,0.187,9.613,0.0,51.481,0.0,2
1993-01-01,Nigeria,0.001,0.001,0.17,0.0,235.646,0.0,4
1994-01-01,Nigeria,0.057,0.056,0.0,0.0,0.0,0.0,0
1994-01-01,Nigeria,4.144,0.518,40.0,3.626,9.652,0.0,3
1994-01-01,Nigeria,0.168,0.168,9.907,0.0,58.888,0.0,2
1994-01-01,Nigeria,0.001,0.001,0.067,0.0,104.496,0.0,4
1995-01-01,Nigeria,0.056,0.056,0.0,0.0,0.0,0.0,0
1995-01-01,Nigeria,4.277,0.579,37.0,3.698,8.651,0.0,3
1995-01-01,Nigeria,0.192,0.192,8.926,0.0,46.514,0.0,2
1995-01-01,Nigeria,0.001,0.001,0.06,0.0,105.778,0.0,4
1996-01-01,Nigeria,0.056,0.056,0.0,0.0,0.0,0.0,0
1996-01-01,Nigeria,4.305,0.589,42.0,3.716,9.755,0.0,3
1996-01-01,Nigeria,0.202,0.202,10.181,0.0,50.432,0.0,2
1996-01-01,Nigeria,0.0,0.0,0.053,0.0,121.021,0.0,4
1997-01-01,Nigeria,0.057,0.057,0.0,0.0,0.0,0.0,0
1997-01-01,Nigeria,4.577,0.575,41.0,4.002,8.958,0.0,3
1997-01-01,Nigeria,0.216,0.216,10.711,0.0,49.52,0.0,2
1997-01-01,Nigeria,0.0,0.0,0.041,0.0,113.087,0.0,4
1998-01-01,Nigeria,0.058,0.058,0.0,0.0,0.0,0.0,0
1998-01-01,Nigeria,4.622,0.536,39.0,4.085,8.438,0.0,3
1998-01-01,Nigeria,0.218,0.218,11.476,0.0,52.607,0.0,2
1998-01-01,Nigeria,0.0,0.0,0.034,0.0,109.048,0.0,4
1999-01-01,Nigeria,0.062,0.062,0.0,0.0,0.0,0.0,0
1999-01-01,Nigeria,4.571,0.524,39.0,4.047,8.532,0.0,3
1999-01-01,Nigeria,0.257,0.23,11.574,0.027,45.041,0.0,2
1999-01-01,Nigeria,0.0,0.0,0.029,0.0,142.046,0.0,4
2000-01-01,Nigeria,0.058,0.058,0.0,0.0,0.0,0.0,0
2000-01-01,Nigeria,4.659,0.459,38.0,4.2,8.156,0.0,3
2000-01-01,Nigeria,0.461,0.249,12.183,0.212,26.443,0.0,2
2000-01-01,Nigeria,0.0,0.0,0.019,-0.0,264.917,0.0,4
2001-01-01,Nigeria,0.061,0.06,0.0,0.0,0.0,0.0,0
2001-01-01,Nigeria,4.842,0.576,36.0,4.266,7.435,0.0,3
2001-01-01,Nigeria,0.551,0.23,13.203,0.321,23.965,0.0,2
2001-01-01,Nigeria,0.001,0.001,0.008,-0.0,12.884,0.0,4
2002-01-01,Nigeria,0.083,0.083,0.0,0.0,0.0,0.0,0
2002-01-01,Nigeria,4.545,0.586,44.0,3.959,9.68,0.0,3
2002-01-01,Nigeria,0.525,0.235,12.183,0.29,23.203,0.0,2
2002-01-01,Nigeria,0.001,0.001,0.056,-0.0,94.736,0.0,4
2003-01-01,Nigeria,0.075,0.075,0.0,0.0,0.0,0.0,0
2003-01-01,Nigeria,4.883,0.564,44.0,4.318,9.012,0.0,3
2003-01-01,Nigeria,0.751,0.315,12.477,0.436,16.623,0.0,2
2003-01-01,Nigeria,0.001,0.001,0.055,-0.0,92.782,0.0,4
2004-01-01,Nigeria,0.081,0.08,0.0,0.0,0.0,0.0,0
2004-01-01,Nigeria,5.012,0.564,42.0,4.448,8.38,0.0,3
2004-01-01,Nigeria,0.806,0.345,16.695,0.461,20.712,0.0,2
2004-01-01,Nigeria,0.001,0.001,0.055,-0.0,69.234,0.0,4
2005-01-01,Nigeria,0.077,0.077,0.0,0.0,0.0,0.0,0
2005-01-01,Nigeria,5.639,0.622,40.0,5.017,7.093,0.0,3
2005-01-01,Nigeria,0.828,0.383,18.284,0.445,22.075,0.0,2
2005-01-01,Nigeria,0.001,0.001,0.076,-0.0,79.269,0.0,4
2006-01-01,Nigeria,0.062,0.062,0.0,0.0,0.0,0.0,0
2006-01-01,Nigeria,5.236,0.499,45.0,4.737,8.594,0.0,3
2006-01-01,Nigeria,1.054,0.404,20.324,0.65,19.287,0.0,2
2006-01-01,Nigeria,0.001,0.001,0.09,-0.0,115.792,0.0,4
2007-01-01,Nigeria,0.061,0.061,0.0,0.0,0.0,0.0,0
2007-01-01,Nigeria,5.043,0.432,41.0,4.611,8.13,0.0,3
2007-01-01,Nigeria,1.202,0.392,21.422,0.81,17.827,0.0,2
2007-01-01,Nigeria,0.001,0.001,0.076,-0.0,128.553,0.0,4
2008-01-01,Nigeria,0.056,0.056,0.0,0.0,0.0,0.0,0
2008-01-01,Nigeria,4.66,0.554,36.002,4.106,7.725,0.0,3
2008-01-01,Nigeria,1.214,0.454,20.795,0.76,17.133,0.0,2
2008-01-01,Nigeria,0.001,0.001,0.066,-0.0,93.931,0.0,4
2009-01-01,Nigeria,0.044,0.044,0.0,0.0,0.0,0.0,0
2009-01-01,Nigeria,4.739,0.469,42.0,4.27,8.862,0.0,3
2009-01-01,Nigeria,0.955,0.154,24.081,0.801,25.219,0.0,2
2009-01-01,Nigeria,0.001,0.001,0.071,-0.0,71.673,0.0,4
2010-01-01,Nigeria,0.062,0.062,0.0,0.0,0.0,0.0,0
2010-01-01,Nigeria,5.248,0.583,35.0,4.665,6.67,0.0,3
2010-01-01,Nigeria,1.072,0.186,8.161,0.886,7.614,0.0,2
2010-01-01,Nigeria,0.001,0.001,0.093,-0.0,88.694,0.0,4
2011-01-01,Nigeria,0.057,0.057,0.0,0.0,0.0,0.0,0
2011-01-01,Nigeria,5.389,0.558,38.887,4.831,7.217,0.0,3
2011-01-01,Nigeria,1.528,0.568,9.868,0.96,6.458,0.0,2
2011-01-01,Nigeria,0.001,0.001,0.098,-0.0,96.828,0.0,4
2012-01-01,Nigeria,0.054,0.054,0.0,0.0,0.0,0.0,0
2012-01-01,Nigeria,5.368,0.552,36.192,4.815,6.743,0.0,3
2012-01-01,Nigeria,1.574,0.573,30.119,1.001,19.135,0.0,2
2012-01-01,Nigeria,0.001,0.001,0.096,-0.0,100.13,0.0,4
2013-01-01,Nigeria,0.051,0.051,0.0,0.0,0.0,0.0,0
2013-01-01,Nigeria,5.031,0.854,37.36,4.178,7.426,0.0,3
2013-01-01,Nigeria,1.42,0.612,30.407,0.808,21.41,0.0,2
2013-01-01,Nigeria,0.001,0.001,0.089,-0.0,78.807,0.0,4
2014-01-01,Nigeria,0.051,0.051,0.0,0.0,0.0,0.0,0
2014-01-01,Nigeria,5.117,0.907,57.199,4.21,11.178,0.0,3
2014-01-01,Nigeria,1.621,0.699,32.487,0.922,20.041,0.0,2
2014-01-01,Nigeria,0.001,0.001,0.106,0.0,90.495,0.0,4
2015-01-01,Nigeria,0.053,0.053,0.0,0.0,0.0,0.0,0
2015-01-01,Nigeria,4.731,0.816,62.371,3.915,13.183,0.0,3
2015-01-01,Nigeria,1.669,0.696,37.079,0.973,22.212,0.0,2
2015-01-01,Nigeria,0.001,0.002,0.109,-0.0,90.253,0.0,4
2016-01-01,Nigeria,0.075,0.075,0.0,0.0,0.0,0.0,0
2016-01-01,Nigeria,4.104,0.841,56.489,3.262,13.766,0.0,3
2016-01-01,Nigeria,1.544,0.684,36.92,0.86,23.911,0.0,2
2016-01-01,Nigeria,0.001,0.002,0.146,-0.001,123.355,0.0,4
2017-01-01,Nigeria,0.071,0.071,0.0,0.0,0.0,0.0,0
2017-01-01,Nigeria,4.256,0.846,59.399,3.41,13.958,0.0,3
2017-01-01,Nigeria,1.645,0.638,36.273,1.007,22.056,0.0,2
2017-01-01,Nigeria,0.001,0.002,0.213,-0.001,161.106,0.0,4
2018-01-01,Nigeria,0.059,0.059,0.0,0.0,0.0,0.0,0
2018-01-01,Nigeria,4.185,0.908,59.963,3.277,14.328,0.0,3
2018-01-01,Nigeria,1.685,0.685,33.846,1.0,20.087,0.0,2
2018-01-01,Nigeria,0.001,0.002,0.229,-0.001,184.284,0.0,4
2019-01-01,Nigeria,0.055,0.055,0.0,0.0,0.0,0.0,0
2019-01-01,Nigeria,4.256,0.949,64.608,3.307,15.18,0.0,3
2019-01-01,Nigeria,1.712,0.695,36.355,1.017,21.238,0.0,2
2019-01-01,Nigeria,0.001,0.002,0.231,-0.001,164.628,0.0,4
1980-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1980-01-01,Qatar,1.006,0.033,0.0,0.973,0.0,0.0,3
1980-01-01,Qatar,0.193,0.193,0.0,0.0,0.0,0.0,2
1980-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1981-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1981-01-01,Qatar,0.888,0.035,1.477,0.853,1.664,0.006,3
1981-01-01,Qatar,0.164,0.164,10.221,0.0,62.181,0.041,2
1981-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1982-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1982-01-01,Qatar,0.737,0.041,2.6,0.696,3.527,0.009,3
1982-01-01,Qatar,0.195,0.195,8.721,0.0,44.784,0.031,2
1982-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1983-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1983-01-01,Qatar,0.657,0.043,2.9,0.614,4.417,0.009,3
1983-01-01,Qatar,0.182,0.182,10.332,0.0,56.716,0.033,2
1983-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1984-01-01,Qatar,0.873,0.047,3.0,0.826,3.438,0.009,3
1984-01-01,Qatar,0.219,0.219,9.666,0.0,44.172,0.028,2
1984-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1985-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1985-01-01,Qatar,0.677,0.048,3.7,0.629,5.464,0.01,3
1985-01-01,Qatar,0.2,0.2,11.61,0.0,58.057,0.031,2
1985-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1986-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1986-01-01,Qatar,0.68,0.054,3.2,0.626,4.707,0.008,3
1986-01-01,Qatar,0.202,0.202,10.61,0.0,52.507,0.027,2
1986-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1987-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1987-01-01,Qatar,0.651,0.055,3.6,0.596,5.529,0.009,3
1987-01-01,Qatar,0.207,0.207,10.721,0.0,51.717,0.025,2
1987-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1988-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1988-01-01,Qatar,0.773,0.051,3.5,0.722,4.527,0.008,3
1988-01-01,Qatar,0.217,0.217,10.999,0.0,50.75,0.025,2
1988-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1989-01-01,Qatar,0.835,0.053,3.3,0.782,3.953,0.007,3
1989-01-01,Qatar,0.225,0.225,11.499,0.0,51.082,0.025,2
1989-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1990-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1990-01-01,Qatar,0.911,0.053,3.4,0.858,3.73,0.007,3
1990-01-01,Qatar,0.232,0.232,11.943,0.0,51.383,0.025,2
1990-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1991-01-01,Qatar,0.902,0.053,3.4,0.849,3.769,0.007,3
1991-01-01,Qatar,0.282,0.282,12.332,0.0,43.713,0.025,2
1991-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1992-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1992-01-01,Qatar,0.913,0.055,3.4,0.858,3.724,0.007,3
1992-01-01,Qatar,0.467,0.467,14.968,0.0,32.078,0.03,2
1992-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1993-01-01,Qatar,0.947,0.058,3.3,0.889,3.485,0.007,3
1993-01-01,Qatar,0.499,0.499,24.757,0.0,49.598,0.049,2
1993-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1994-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1994-01-01,Qatar,0.944,0.059,3.4,0.885,3.602,0.007,3
1994-01-01,Qatar,0.499,0.499,26.484,0.0,53.058,0.052,2
1994-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1995-01-01,Qatar,1.007,0.063,3.5,0.944,3.474,0.007,3
1995-01-01,Qatar,0.499,0.499,26.483,0.0,53.056,0.052,2
1995-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1996-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1996-01-01,Qatar,1.149,0.072,3.8,1.077,3.308,0.007,3
1996-01-01,Qatar,0.507,0.507,26.484,0.0,52.282,0.051,2
1996-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1997-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1997-01-01,Qatar,1.256,0.072,4.1,1.184,3.264,0.008,3
1997-01-01,Qatar,0.643,0.538,26.876,0.106,41.775,0.05,2
1997-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1998-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1998-01-01,Qatar,1.584,0.075,4.1,1.509,2.588,0.007,3
1998-01-01,Qatar,0.724,0.547,28.524,0.177,39.4,0.052,2
1998-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
1999-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-01-01,Qatar,1.556,0.102,4.4,1.454,2.829,0.008,3
1999-01-01,Qatar,0.815,0.516,29.014,0.299,35.588,0.051,2
1999-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2000-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-01-01,Qatar,1.753,0.104,4.5,1.649,2.567,0.008,3
2000-01-01,Qatar,1.076,0.557,27.367,0.519,25.434,0.046,2
2000-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2001-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-01-01,Qatar,1.746,0.131,5.2,1.615,2.978,0.008,3
2001-01-01,Qatar,0.984,0.372,29.544,0.612,30.039,0.048,2
2001-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2002-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-01-01,Qatar,1.717,0.191,5.5,1.525,3.204,0.009,3
2002-01-01,Qatar,1.091,0.411,19.735,0.68,18.093,0.031,2
2002-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2003-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-01-01,Qatar,1.979,0.181,7.1,1.798,3.588,0.01,3
2003-01-01,Qatar,1.161,0.451,21.795,0.71,18.773,0.032,2
2003-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2004-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-01-01,Qatar,2.253,0.168,8.0,2.085,3.551,0.011,3
2004-01-01,Qatar,1.448,0.556,23.953,0.893,16.539,0.032,2
2004-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2005-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-01-01,Qatar,2.428,0.197,8.6,2.23,3.542,0.01,3
2005-01-01,Qatar,1.693,0.691,29.485,1.002,17.411,0.034,2
2005-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2006-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-01-01,Qatar,2.487,0.242,8.5,2.244,3.418,0.008,3
2006-01-01,Qatar,1.875,0.725,36.685,1.15,19.569,0.036,2
2006-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2007-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-01-01,Qatar,2.629,0.28,12.0,2.35,4.564,0.01,3
2007-01-01,Qatar,2.48,0.773,38.47,1.707,15.514,0.032,2
2007-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2008-01-01,Qatar,2.834,0.349,12.007,2.485,4.237,0.008,3
2008-01-01,Qatar,3.02,0.793,41.009,2.228,13.578,0.029,2
2008-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2009-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-01-01,Qatar,3.052,0.374,14.0,2.678,4.587,0.008,3
2009-01-01,Qatar,3.504,0.828,42.052,2.676,12.002,0.025,2
2009-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2010-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-01-01,Qatar,3.203,0.399,17.0,2.804,5.307,0.009,3
2010-01-01,Qatar,4.579,0.855,43.923,3.723,9.593,0.024,2
2010-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2011-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-01-01,Qatar,3.474,0.374,25.0,3.1,7.195,0.012,3
2011-01-01,Qatar,5.7,1.0,45.381,4.7,7.962,0.022,2
2011-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2012-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-01-01,Qatar,3.675,0.461,26.435,3.214,7.194,0.012,3
2012-01-01,Qatar,6.162,1.452,53.041,4.709,8.608,0.024,2
2012-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2013-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-01-01,Qatar,3.617,0.435,30.697,3.182,8.488,0.013,3
2013-01-01,Qatar,6.443,1.632,77.064,4.811,11.96,0.033,2
2013-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2014-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-01-01,Qatar,3.495,0.481,29.786,3.014,8.522,0.012,3
2014-01-01,Qatar,6.277,1.611,86.583,4.666,13.793,0.035,2
2014-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2015-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-01,Qatar,3.346,0.416,33.198,2.929,9.923,0.013,3
2015-01-01,Qatar,6.437,1.576,85.494,4.861,13.283,0.033,2
2015-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2016-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-01-01,Qatar,3.352,0.412,32.963,2.94,9.835,0.012,3
2016-01-01,Qatar,6.52,1.511,83.606,5.01,12.822,0.031,2
2016-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2017-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-01,Qatar,3.245,0.534,23.733,2.711,7.314,0.009,3
2017-01-01,Qatar,6.527,1.565,80.142,4.962,12.279,0.029,2
2017-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2018-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-01-01,Qatar,3.244,0.504,29.988,2.74,9.243,0.011,3
2018-01-01,Qatar,6.492,1.456,83.028,5.036,12.79,0.03,2
2018-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,4
2019-01-01,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0
